Latitude,Longitude,Length,Width,Height,Area,Depth,Volume,Run out distance,Type of Material,Type of movement,Rate of movement,Activity,Distribution,Style,Failure mechanism,Geomorphology,Land use/Land cover,Hydrological condition,Triggering Factor,Risk
18.098544,73.645485,8,7,6,28,0.2,6,5,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.098195,73.64663,6,4,5,12,0.4,5,5,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.09804,73.646782,7,7,6,25,1,25,6,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",High
18.09795,73.647018,6,9,4,27,0.1,3,3,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.098556,73.647997,7,9,2,32,1,32,1,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.098937,73.647414,25,15,19,188,4,750,35,Debris,Slide,Very rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Moderate
18.10011,73.648092,5,30,2,75,0.5,38,3.4,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.100253,73.647592,10,6,4,30,0.82,0,40,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.098088,73.650475,8,12,4,48,1.5,72,4,Debris,Slide,Rapid,Suspended,Enlarging,Complex,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,High
18.09791,73.65069,10,8,7,40,1.5,60,2.8,Debris,Slide,Moderate,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.099171,73.651678,5,3,3,8,0.5,4,1,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.100185,73.651493,12,20,4,120,1.5,180,1.8,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Moderate
18.100874,73.652453,8,10,3,40,1.5,60,3,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.10073,73.652393,5,4,2,10,1.5,15,4.6,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Moderate
18.100517,73.652325,5,4,2,10,1,10,3,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.100348,73.652312,6,3,3,9,0.5,5,3,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.100198,73.652356,10,8,4,40,1.5,60,3,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.099491,73.653201,8,8,5,32,0.5,16,1,Debris,Slide,Rapid,Reactivated,Widening,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.099036,73.654663,6,3,3,9,0.5,5,1,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.098716,73.654577,10,5,4,25,1.5,38,4,Debris,Slide,Moderate,Suspended,Enlarging,Complex,Deep Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.098674,73.65451,5,5,2,13,0.5,6,5,Debris,Slide,Rapid,Suspended,Enlarging,Complex,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,High
18.095154,73.655021,7,7,6,25,1.5,37,3,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Moderate
18.096276,73.655006,3,4,3,6,0.6,4,3,Rock,Slide,Rapid,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.098354,73.659484,9,10,3,45,0.6,27,4,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",High
18.102154,73.662151,8,2,8,8,1.5,12,2,Rock,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",High
18.103886,73.66299,8,6,7,24,0.4,10,4,Debris,Slide,Moderate,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.103725,73.663447,3,3,2,5,1,5,2,Debris,Slide,Moderate,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.104966,73.663419,8,15,4,60,0.2,12,4,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.105615,73.662666,5,5,2,13,0.5,6,2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.106022,73.662144,6,5,2,15,0.5,8,2.2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Damp,"Rainfall, anthropogenic factors",Low
18.106163,73.661536,7,4,3,14,0.5,7,2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Damp,"Rainfall, anthropogenic factors",Moderate
18.106164,73.661337,8,6,3,24,0.5,12,7.2,Debris,Slide,Very rapid,Reactivated,Retrogressive,Complex,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dripping,"Rainfall, anthropogenic factors",Moderate
18.106629,73.660694,5,2,5,5,0.3,2,1.8,Rock,Slide,Very rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dripping,"Rainfall, anthropogenic factors",Low
18.106646,73.659526,30,40,13,600,5,3000,50,Debris,Slide,Very rapid,Suspended,Enlarging,Single,Deep Planar,Lowly Dissected Slope,Extensive Slope cut,Damp,Rainfall,High
18.107442,73.659567,4,4,2,8,0.3,2,3,Rock,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.107893,73.65938,3,3,2,5,0.2,1,2,Rock,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.108057,73.659266,4,8,3,16,0.4,6,2,Rock,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.109301,73.659679,4,12,1,24,0.4,10,8,Debris,Slide,Moderate,Suspended,Enlarging,Single,Deep Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.109903,73.662063,5,7,2,18,0.3,5,4,Rock,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.109599,73.66259,8,11,1,44,1,44,8,Debris,Slide,Rapid,Reactivated,Diminishing,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.110496,73.665364,9,9,3,41,2,81,8,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",High
18.11019,73.667196,5,6,4,15,0.5,8,2,Rock,Slide,Moderate,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.109769,73.667012,5,3,2,8,0.6,5,3,Rock,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.109981,73.667917,9,15,6,68,3,203,12,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.109589,73.667728,3,3,1,5,0.5,2,2,Rock,Slide,Moderate,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.10967,73.667808,3,4,1,6,0.7,4,2,Rock,Slide,Rapid,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.10975,73.667888,3,5,1,8,0.5,4,3,Rock,Slide,Rapid,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.109955,73.668235,6,6,2,18,0.5,9,4,Rock,Slide,Rapid,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.110032,73.668304,7,4,2,14,0.5,7,1,Rock,Slide,Rapid,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.110333,73.673567,4,4,2,8,0.3,2,2,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.110691,73.673596,4,3,2,6,0.5,3,2,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.111018,73.673549,8,12,5,48,0.6,29,6,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.112129,73.6747,3,7,0,12,0.7,9,2,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",High
18.112801,73.674953,7,10,1,35,0.6,21,3,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",High
18.11314,73.674599,25,40,4,500,4,2000,10,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",High
18.113821,73.675118,8,18,2,72,0.5,36,2,Debris,Slide,Rapid,Suspended,Enlarging,Multiple,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.113773,73.675537,8,5,2,20,0.5,10,2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.113793,73.675742,7,11,2,39,0.5,19,2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.114776,73.676179,6,20,3,60,0.5,30,2,Debris,Slide,Rapid,Suspended,Enlarging,Multiple,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Damp,"Rainfall, anthropogenic factors",Low
18.115075,73.676213,9,13,5,59,0.5,29,2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.11644,73.676647,12,45,3,270,0.5,135,3.5,Debris,Slide,Rapid,Suspended,Enlarging,Multiple,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",High
18.116902,73.676742,8,8,3,32,1,32,2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",High
18.117223,73.67681,6,3,3,9,0.5,5,2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.117339,73.677642,10,25,3,125,0.5,63,3,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.11284,73.680603,20,10,8,100,3,300,5,Debris,Slide,Rapid,Confined,Enlarging,Single,Shallow Rotational,Lowly Dissected Slope,Extensive Slope cut,Damp,"Rainfall, anthropogenic factors",Low
18.11105556,73.66213889,15,25,11,188,3,563,5,Debris,Slide,Moderate,Suspended,Enlarging,Multiple,Deep Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.11573333,73.65362389,25,30,23,375,2.5,938,10,Debris,Slide,Rapid,Suspended,Enlarging,Single,Deep Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.11492222,73.64321667,70,35,30,1225,6,7350,94,Debris,Slide,Very rapid,Suspended,Enlarging,Single,Deep Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.11225556,73.65584167,7,10,4,35,0.5,18,2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.10331944,73.66490833,35,25,15,438,4,1750,3.9,Debris,Slide,Moderate,Suspended,Enlarging,Single,Deep Rotational,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.11788333,73.610975,12,12,5,72,2,144,4,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Rotational,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.11553611,73.607275,18,40,9,360,4,1440,5,Debris,Slide,Moderate,Suspended,Enlarging,Single,Shallow Rotational,Lowly Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Moderate
18.11628889,73.60666389,35,12,22,210,1,210,20,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Moderate
18.09922806,73.63648472,50,40,35,1000,6,6000,15,Debris,Slide,Very rapid,Suspended,Enlarging,Single,Deep Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.09792778,73.63742222,12,10,9,60,1,60,40,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.12047444,73.60094444,30,35,17,525,3,1575,8,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Rotational,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.09718056,73.63626639,22,7,18,77,1.5,116,5,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.365483,73.760324,7,3,6,9,0.8,7,5.6,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.365263,73.760597,5,5.5,5,13,1,13,3.8,Rock,Slide,Moderate,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.364743,73.762328,2,6,2,6,0.2,1,3.7,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.364593,73.762975,2,2.5,2,2,0.3,1,3.7,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.364561,73.763034,2,3,2,3,0.4,1,2.9,Rock,Fall,Rapid,Suspended,Confined,Single,Shallow Planar,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.364427,73.763348,2.5,23,2,29,0.4,11,2.1,Rock,Slide,Rapid,Suspended,Confined,Multiple,Shallow Translational,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.36428,73.763855,4,15,4,30,0.3,9,4.2,Rock,Slide,Rapid,Dormant,Confined,Single,Shallow Translational,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.363962,73.765671,7,6,7,21,2,42,2.6,Rock,Slide,Rapid,Stabilized,Confined,Single,Shallow Translational,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.363733,73.765747,2.5,3.5,2,4,1,4,4,Rock,Fall,Rapid,Stabilized,Confined,Single,Shallow Planar,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.363631,73.765812,5,13,5,32,0.8,26,2.8,Rock,Slide,Rapid,Stabilized,Confined,Multiple,Shallow Translational,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.36352,73.765914,4,7,3,12,0.3,4,3.3,Rock,Slide,Rapid,Suspended,Advancing,Single,Shallow Translational,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.363122,73.766504,5,12,5,28,0.3,8,4.3,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.362741,73.767875,2,3,2,3,0.3,1,2.9,Rock,Fall,Rapid,Suspended,Confined,Single,Shallow Planar,Upslope: Highly Dissected  Slope,Extensive Slope cut,Dry,Rainfall,Low
18.362299,73.768865,5,3.5,5,9,1,9,6.4,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.362192,73.769895,3,42,3,59,0.4,24,3.4,Rock,Slide,Moderate,Dormant,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.362164,73.77048,7,5,7,17,2,34,3,Rock,Slide,Rapid,Suspended,Confined,Multiple,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.362153,73.77083,5,10,5,24,1,24,3.8,Rock,Slide,Rapid,Dormant,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.362096,73.771794,6,8,6,23,1.5,35,2.2,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Moderately Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.361828,73.7727,6,19,6,57,0.5,28,1.6,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Moderately Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.361783,73.772761,1,6,1,3,0.1,0.3,2.6,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Moderately Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.36172,73.772902,8,5,8,20,0.3,6,5,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Moderately Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.361685,73.773273,11,88,11,484,2,967,4.7,Rock,Fall,Rapid,Stabilized,Confined,Multiple,Shallow Planar,Upslope: Moderately Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.361884,73.773797,2,31,2,29,0.5,15,3.6,Debris,Slide,Moderate,Dormant,Retrogressive,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.362114,73.773865,1.5,4.5,1,3,0.05,0.2,2.4,Rock,Fall,Rapid,Suspended,Retrogressive,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.362175,73.773998,1,7,1,3,0.3,1,2.6,Rock,Fall,Moderate,Suspended,Retrogressive,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.362945,73.775157,8,11.5,8,46,0.3,14,2.4,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.363223,73.775261,3,4,3,6,0.2,1,4.2,Rock,Slide,Rapid,Suspended,Widening,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.363929,73.77605,9,43,9,191,1,191,3.5,Debris,Slide,Moderate,Suspended,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.364305,73.776481,2.5,2,2,2,0.05,0,4.7,Rock,Slide,Moderate,Suspended,Widening,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.364803,73.776031,5,5.5,5,13,0.5,7,4,Rock,Slide,Moderate,Suspended,Retrogressive,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.365112,73.775939,2,13,2,13,0.3,4,6.7,Rock,Fall,Rapid,Suspended,Retrogressive,Single,Shallow Planar,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.365224,73.7759,1.5,2.5,1,2,0.2,0.4,6.6,Rock,Slide,Rapid,Dormant,Retrogressive,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.367111,73.775667,3.5,39,3,65,1,65,3.6,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.369328,73.775813,3.5,8,3,14,0.6,8,2.8,Debris,Slide,Moderate,Suspended,Retrogressive,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.371361,73.77725,1.5,12.5,1,9,0.3,3,6.9,Rock,Fall,Rapid,Dormant,Confined,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.37287,73.778068,3,11,3,16,1,16,3.8,Debris,Slide,Moderate,Dormant,Retrogressive,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.373628,73.777868,3,10,3,15,2,30,5,Debris,Slide,Moderate,Suspended,Widening,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.376899,73.777098,4,22,4,41,1,41,1.7,Rock,Fall,Moderate,Suspended,Confined,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.377101,73.776949,5,15,4,32,0.6,19,2.5,Rock,Slide,Moderate,Suspended,Widening,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.377558,73.776827,4,5,4,9,0.7,7,5.4,Rock,Slide,Rapid,Dormant,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.3778,73.776791,6,20.5,6,59,0.5,30,1.6,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.379233,73.777044,3,4.5,3,7,0.4,3,3.4,Rock,Slide,Rapid,Dormant,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.379806,73.776944,6,7,6,20,1,20,4.2,Rock,Slide,Rapid,Suspended,Retrogressive,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.380119,73.776842,2,2,2,2,0.5,1,6.9,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.380472,73.776829,7,9,6,28,0.2,6,2.7,Rock,Slide,Rapid,Suspended,Confined,Multiple,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.380632,73.776758,1.5,5,1,4,0.4,1,2.5,Rock,Slide,Rapid,Dormant,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.380915,73.776477,7,10,5,25,1,25,3.8,Rock,Slide,Rapid,Dormant,Retrogressive,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.381489,73.776153,2.5,1.5,2,2,0.4,1,4.5,Rock,Slide,Rapid,Dormant,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.381549,73.776112,4,5,4,10,0.7,7,5.4,Debris,Slide,Moderate,Dormant,Retrogressive,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.38175,73.775987,4,8,4,16,0.4,6,2.6,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.381889,73.775917,3,3.5,3,5,0.5,3,3.4,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.382304,73.77577,5,6,5,15,0.6,9,4,Rock,Slide,Rapid,Dormant,Confined,Multiple,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.382447,73.775746,7,4.5,7,16,0.6,9,2.4,Rock,Fall,Rapid,Dormant,Confined,Single,Shallow Planar,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.383283,73.775406,5,11,5,26,0.4,10,4.9,Rock,Slide,Rapid,Dormant,Retrogressive,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.383533,73.775319,3,10,2.5,13,0.5,6,3.6,Rock,Fall,Rapid,Suspended,Confined,Single,Shallow Planar,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.385448,73.77438,5,4,5,10,0.5,5,5.4,Rock,Slide,Rapid,Dormant,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.385926,73.774189,3,7,3,10,0.5,5,3.4,Rock,Fall,Rapid,Suspended,Confined,Single,Shallow Planar,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.386073,73.774147,3,10,3,15,0.3,4,2.9,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
