Latitude,Longitude,Length,Width,Height,Area,Depth,Volume,Run out distance,Type of Material,Type of movement,Rate of movement,Activity,Distribution,Style,Failure mechanism,Geomorphology,Land use/Land cover,Hydrological condition,Triggering Factor,Risk
18.386678,73.773937,1.5,11,1,8,0.3,2,7.1,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.386806,73.773917,3,3,3,3,0.3,1,3.9,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Ridge,Extensive Slope cut,Dry,Rainfall,Low
18.387347,73.774053,3,2.5,3,4,0.3,1,4,Debris,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.387747,73.774559,1.5,3,1,2,0.3,1,6.2,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.388444,73.774083,2.5,1.5,2,2,0.2,0.4,4.7,Rock,Fall,Rapid,Suspended,Confined,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.388665,73.773843,4,4,4,8,0.5,4,2.8,Rock,Fall,Rapid,Suspended,Confined,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.388806,73.773778,2,1,2,1,0.6,1,7.1,Rock,Fall,Rapid,Suspended,Confined,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.38888,73.773687,2,2,2,2,0.3,1,4.7,Rock,Fall,Rapid,Suspended,Confined,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.388839,73.773313,2.5,1,2,1,0.3,0.4,4.7,Rock,Fall,Rapid,Suspended,Widening,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.389581,73.774824,3,2,3,3,0.6,2,5,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Bench,Extensive Slope cut,Dry,Rainfall,Low
18.389611,73.774722,2,4,2,4,0.8,3,3.8,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Bench,Extensive Slope cut,Dry,Rainfall,Low
18.390097,73.774289,5,7,5,16,0.3,5,2.3,Rock,Fall,Rapid,Suspended,Confined,Multiple,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.390403,73.773938,5,4,5,9,0.5,5,4.8,Debris,Slide,Rapid,Dormant,Retrogressive,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.390547,73.773839,7,20,6,61,0.2,12,2.4,Debris,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.390714,73.773667,4,5.7,4,11,0.8,9,2.8,Rock,Slide,Rapid,Suspended,Widening,Multiple,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.390844,73.773461,3,6,3,9,0.5,4,3.2,Rock,Slide,Rapid,Suspended,Widening,Multiple,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.390927,73.773378,1,1.5,1,1,0.4,0.3,6.6,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.391244,73.772892,1.5,1,1,1,0.3,0.2,7.3,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.391019,73.772581,3,4,3,6,0.3,2,3.2,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.390826,73.772364,3,8,3,11,0.4,4,3.4,Rock,Slide,Rapid,Suspended,Widening,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.390477,73.771991,8,72,8,271,0.3,81,4.6,Rock,Slide,Moderate,Dormant,Confined,Multiple,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.39346,73.771402,3,9,3,12,0.4,5,4.2,Rock,Slide,Rapid,Dormant,Widening,Single,Shallow Translational,Upslope: Bench,Extensive Slope cut,Dry,Rainfall,Low
18.368614,73.778269,2.5,6,2,7,0.2,1,4.8,Rock,Slide,Rapid,Suspended,Widening,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.36855,73.778294,3,3.4,3,5,0.4,2,4.2,Rock,Slide,Moderate,Dormant,Retrogressive,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.368412,73.778433,2,4,2,4,0.3,1,1.7,Rock,Fall,Rapid,Suspended,Confined,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.368317,73.778497,3,2.3,3,3,0.2,1,3.9,Rock,Slide,Rapid,Suspended,Widening,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.368017,73.7786,3,29,3,42,0.3,13,3,Rock,Slide,Rapid,Suspended,Widening,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.368019,73.778287,7,18,7,60,0.5,30,1.7,Rock,Slide,Moderate,Suspended,Confined,Multiple,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.367981,73.778093,5,6.5,5,15,0.3,5,1.7,Rock,Slide,Rapid,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.367841,73.777927,4,12.5,4,23,0.2,5,3.6,Rock,Slide,Moderate,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.366983,73.777178,3,3,3,4,0.5,2,4,Debris,Slide,Moderate,Dormant,Confined,Single,Shallow Translational,Upslope: Moderately Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.365786,73.777492,5,7.3,5,17,1,17,4.6,Rock,Slide,Rapid,Dormant,Confined,Single,Shallow Translational,Upslope: Moderately Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.365589,73.777978,4,7.5,4,14,0.5,7,2.8,Rock,Slide,Moderate,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.365481,73.778061,4.5,9,4,19,1,19,3.2,Rock,Slide,Moderate,Dormant,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.364803,73.7788,5,14,5,33,0.2,7,2.9,Rock,Slide,Moderate,Suspended,Confined,Multiple,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.364603,73.779414,7,8,6,24,1,24,3.6,Rock,Slide,Moderate,Suspended,Confined,Multiple,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.364692,73.779706,6,30,6,85,0.5,42,3.4,Rock,Slide,Moderate,Suspended,Confined,Single,Shallow Translational,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.364741,73.779917,6,28,6,81,0.3,24,2.9,Rock,Fall,Moderate,Dormant,Confined,Single,Shallow Planar,Upslope: Lowly Dissected Slope,Extensive Slope cut,Dry,Rainfall,Low
18.390278,73.77225,15,76,5,159,1,159,4.7,Rock,Fall,Rapid,Reactivated,Enlarging,Single,Shallow Planar,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.389889,73.774444,5,14,4,30,1,30,3.4,Rock,Slide,Rapid,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.388472,73.774,5,6,5,14,2,21,5.4,Rock,Fall,Rapid,Active,Enlarging,Single,Wedge,Moderately Dissected Slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.386215,73.774541,12,30,4,62,1,31,3.4,Rock,Fall,Moderate,Active,Enlarging,Multiple,Shallow Planar,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.38276,73.775659,8,11,8,42,2,83,3.6,Rock,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.38338,73.775407,15,1011,13,6695,1,6695,47.4,Rock,Slide,Rapid,Active,Enlarging,Multiple,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.377724,73.777382,10,64,10,313,1,313,4.4,Rock,Fall,Rapid,Active and Dormant,Widening,Multiple,Shallow Planar,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.361933,73.772191,4,7,4,12,0.3,1,2.4,Rock,Fall,Rapid,Active,Enlarging,Single,Shallow Planar,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.362852,73.766662,8,13,6,37,0.2,4,5,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.364217,73.76491,13,12,9,55,0.1,6,9,Rock,Fall,Rapid,Active,Enlarging,Single,Shallow Planar,Highly Dissected slope,Extensive Slope cut,Dry,Anthropogenic factors,Low
18.367548,73.77761,4,18,2,18,0.4,7,1.5,Rock-cum-debris,Slide,Moderate,Active,Enlarging,Single,Shallow Planar/Translational,Moderately Dissected Slope,Extensive Slope cut,Dry,"Rainfall, anthropogenic factors",Low
18.365043,73.76055,23,221,14,1565,1,1565,4.7,Rock,Fall,Rapid,Active,Confined,Multiple,Shallow Planar,Plateau Top,Extensive Slope cut,Dry,Anthropogenic factors,Low
17.94133333,73.86216667,5,2,4,4,0.5,2,2,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93655556,73.85613889,8,6,7,21,1.5,31.5,1,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93641667,73.85622222,5,4,4,8,1,8,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93625,73.856,3,6,3,9,0.5,4.5,1,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93605556,73.85572222,2,2,2,2,0.5,1,0.5,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93605556,73.85572222,4,3,4,6,1,6,1,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93338889,73.85183333,10,25,8,100,5,500,1,Debris,Slide,Rapid,Reactivated,Diminishing,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93236111,73.85013889,4,3,3,4.5,0.5,2.25,3.4,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93236111,73.85013889,3,2,2,2,0.5,1,4.5,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93263889,73.84966667,15,10,12,60,2,120,4,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93275,73.84855556,4,2,3,3,0.5,1.5,4.2,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93280556,73.84813889,3,2,2,2,1,2,6,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93283333,73.8475,2,2,1,1,1,1,18,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93141667,73.84313889,10,5,8,20,1,20,5,Debris,Slide,Very rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93111111,73.84255556,2,10,2,10,0.5,5,5,Debris,Fall,Very rapid,Active,Enlarging,Single,Fall,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93011111,73.84072222,5,7,4,14,1,14,8,Debris,Fall,Very rapid,Active,Enlarging,Single,Fall,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93011111,73.84011111,2,2,3,3,1,3,5,Debris,Fall,Very rapid,Active,Enlarging,Single,Fall,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92936111,73.83727778,3,2,2,2,0.5,1,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92930556,73.83652778,8,30,7,105,1.5,157.5,6,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92936111,73.8365,8,6,5,15,2,30,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92930556,73.83597222,4,6,4,12,0.5,6,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92944444,73.83511111,5,5,3,7.5,1,7.5,8,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92955556,73.83463889,8,20,7,70,0.5,35,4,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93066667,73.82708333,3,3,2,3,0.5,1.5,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93086111,73.83261111,4,6,3,9,0.5,4.5,6,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93102778,73.83230556,5,4,4,8,0.5,4,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93147222,73.83188889,8,3,7,10.5,0.5,5.25,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93188889,73.83188889,6,5,5,12.5,0.5,6.25,10,Debris,Fall,Rapid,Active,Enlarging,Single,Fall,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93191667,73.83111111,3,2,2,2,0.5,1,5,Debris,Fall,Rapid,Active,Enlarging,Single,Fall,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93313889,73.83058333,3,5,2,5,0.5,2.5,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93427778,73.83077778,5,5,4,10,0.5,5,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93475,73.83113889,8,6,7,21,0.5,10.5,12,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.9355,73.83219444,15,5,13,32.5,2,65,8,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93644444,73.83252778,10,5,8,20,2,40,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.938,73.83138889,4,6,3,9,0.5,4.5,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93922222,73.83141667,4,6,3,9,0.5,4.5,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.9395,73.83141667,8,2,7,7,0.5,3.5,3,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93858333,73.82672222,9,25,8,100,3,300,4,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93858333,73.82672222,8,30,7,105,2,210,7,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93780556,73.82636111,11,20,8,80,2,160,7,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93727778,73.82616667,7,18,6,54,2,108,10,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93705556,73.82591667,10,12,9,54,2,108,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93688889,73.82572222,4,5,3,7.5,0.5,3.75,7,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93611111,73.82355556,7,4,6,12,0.5,6,7,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93622222,73.83172222,9,5,7,17.5,1,17.5,9,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93619444,73.82322222,6,5,4,10,2,20,4,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Moderately Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93627778,73.82275,5,6,4,12,0.5,6,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.93408333,73.81819444,9,3,7,10.5,1,10.5,8,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92916667,73.83736111,5,45,4,90,3,270,4,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92911111,73.83780556,3,5,2,5,2,10,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92913889,73.83819444,3,5,2,5,1,5,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.92922222,73.83822222,3,4,2,4,1,4,4,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.92938889,73.83880556,9,9,7,31.5,1,31.5,4,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.92938889,73.83905556,4,7,3,10.5,2,21,8,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.92952778,73.83925,9,12,7,42,1,42,4,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Moderate vegetation, Extensive slope cut road",Dry,Rainfall,Low
17.92952778,73.83933333,4,12,3,18,3,54,7,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92958333,73.83938889,2,4,1,2,1,2,4,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92980556,73.84083333,4,18,3,27,1,27,6,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92986111,73.84119444,5,12,3,18,2,36,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92991667,73.84138889,4,13,2,13,1,13,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92994444,73.8415,3,4,2,4,1,4,7,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93002778,73.84183333,2,2,1,1,0.5,0.5,7,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.93005556,73.84183333,4,7,3,10.5,0.5,5.25,6,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92997222,73.84427778,4,7,2,7,1,7,6,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92775,73.84258333,3,4,2,4,1,4,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92730556,73.84230556,4,6,3,9,0.5,4.5,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92636111,73.84136111,6,6,5,15,3,45,10,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92605556,73.84105556,7,2,6,6,1,6,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92591667,73.84083333,9,13,7,45.5,2,91,3,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92544444,73.8405,9,15,7,52.5,2,105,2,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92530556,73.84027778,7,12,5,30,3,90,3,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92375,73.83772222,6,15,4,30,2,60,3,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Low
17.92341667,73.83705556,4,8,3,12,0.5,6,3,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.92325,73.83658333,5,15,4,30,1,30,2,Debris,Slide,Rapid,Suspended,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.92177778,73.83377778,4,5,3,7.5,0.5,3.75,2,Debris,Fall,Rapid,Active,Enlarging,Single,Fall,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.92258333,73.83863889,5,13,4,26,0.5,13,9,Debris,Fall,Rapid,Active,Enlarging,Single,Fall,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.94513889,73.82661111,20,10,5,25,3,75,0,Debris,Slide,Rapid,Dormant,Enlarging,Single,Shallow Rotational,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.94569167,73.82647222,10,8,5,20,2,40,0,Debris,Slide,Rapid,Dormant,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.93027778,73.8275,26,55,15,412.5,2,825,15,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Rotational,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.93069444,73.82766667,8,12,5,30,2,60,10,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Translational,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.9295,73.82622222,60,30,25,375,5,1875,30,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Rotational,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.92925,73.82486111,8,25,5,62.5,1,62.5,15,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.92377778,73.8215,7,40,3,60,1,60,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,"Sparse vegetation, minor slope modification",Dry,Rainfall,Low
17.92433333,73.83579722,40,15,6,45,2,90,5,Debris,Slide,Rapid,Active,Enlarging,Single,Shallow Planar,Lowly Dissected Slope,Extensive slope cut road and Sparse vegetation,Dry,Rainfall,Moderate
